ID,SKU,Manufacturer,Model,Variant,Network,Capacity,Color,Grade,Damages,Weight,Weight Unit
3609770,MBP151816GBI726512GBSPACC0003,Apple,"MacBook Pro (15-inch, 2018)","A1990 (16GB RAM, 2.6GHz i7)",Wi-Fi,512GB,Space Grey,C Grade,LCD Blemish Heavy,,
3609771,MBP151816GBI726512GBSPACC0002,Apple,"MacBook Pro (15-inch, 2018)","A1990 (16GB RAM, 2.6GHz i7)",Wi-Fi,512GB,Space Grey,C Grade,"Touchbar Defective, Bottom Screen Bezel Cracked, LCD Blemish Heavy",,
3609772,MACBOOKPROLCDBH512SILVC,Apple,"MacBook Pro (15-inch, 2018)","A1990 (16GB RAM, 2.6GHz i7)",Wi-Fi,512GB,Silver,C Grade,"Touchbar Defective, Bottom Screen Bezel Cracked, LCD Blemish Heavy",,
3609773,MACBOOKPROLCDBLEMISHH128SILVC,Apple,"MacBook Pro (13-inch, 2019)","A2159 (8GB RAM, 1.4GHz i5)",Wi-Fi,128GB,Silver,C Grade,LCD Blemish Heavy,,
3609774,IPH864GBSPACC,Apple,iPhone 8,A1905,Unlocked,64GB,Space Grey,C Grade,Service Battery Warning,,
3609775,IPHONE8A1905CFGSBW64GSPACC,Apple,iPhone 8,A1905,Unlocked,64GB,Space Grey,C Grade,"Service Battery Warning, Cracked Front Glass",,
3609776,AIRPODS2NDWHITB,Apple,AirPods 2nd Gen,A2031,Wi-Fi,N/A,White,B Grade,"",,
3609777,IPHSE64GBBLACB,Apple,iPhone SE,A1662,Unlocked,64GB,Black,B Grade,"",,
3609778,IPHONESEA172316GBROSEB,Apple,iPhone SE,A1723,Unlocked,16GB,Rose Gold,B Grade,"",,
3609779,IPAD6THGENA1893128GSPACC,Apple,iPad 6th Gen,A1893,Wi-Fi,128GB,Space Grey,C Grade,"",,
3609780,IPADPRO12.9IA23781TBSPACA,Apple,iPad Pro 12.9 inch 5th Gen,A2378,Wi-Fi,1TB,Space Grey,A Grade,"",,
3609781,MAGICKEYBOARDIPADPRO1293RDGENM2BCB,Apple,"Apple Magic Keyboard for iPad Pro 12.9"" (3rd/4th/5th/6th Gen/iPad Air 13 M2)",KEYBOARD CASE,N/A,N/A,Black,B Grade,"",,
3609782,MBA13208GBI311512GBSPACC,Apple,"MacBook Air (13-inch, 2020)","A2179 (8GB RAM, 1.1GHz i3)",Wi-Fi,512GB,Space Grey,C Grade,"",,
3609783,MACBOOKAIRLCDHAIRCRACK512SPACC,Apple,"MacBook Air (13-inch, 2020)","A2179 (8GB RAM, 1.1GHz i3)",Wi-Fi,512GB,Space Grey,C Grade,LCD HAIRLINE CRACK,,
3609784,APPLETV4KNRA184232GBBLACC,Apple,TV 4K,A1842,Unlocked,32GB,Black,C Grade,No Remote,,
3609786,ASPIES174GB500GBMDBLA,Acer,"Aspire Es 17(17.3-inch, 2019)","ES 1732(4GB RAM, N4200)",Wi-Fi,500GB,Midnight Black,A Grade,"",,
3609787,ASPIRE3152023A314512BLUEA,Acer,"Aspire Aspire 3 (15.6-inch, 2023)","A315-24PT-R0FS (8GB RAM, AMD RYZEN 5 7520U)",Wi-Fi,512GB,Blue,A Grade,"",,
3609915,MACBOOKPRO1TBSPACA00002,Apple,"MacBook Pro (16-inch, 2019)","A2141 (16GB RAM, 2.3GHz i9)",Wi-Fi,1TB,Space Grey,A Grade,"",,
3609943,MACBOOKPRO256SILVB00005,Apple,"MacBook Pro (15-inch, 2019)","A1990 (16GB RAM, 2.6GHz i7)",Wi-Fi,256GB,Silver,B Grade,"",,
3614489,MACBOOKAIR256GOLDB,Apple,"MacBook Air (13-inch, 2019)","A1932 (8GB RAM, 1.6GHz i5)",Wi-Fi,256,Gold,B Grade,"",,
3620472,IPH14PRO128GBSPBLB,Apple,iPhone 14 Pro,A2889,Unlocked,128GB,Space Black,B Grade,"",,
3622593,IPH13128GBGREEC0002,Apple,iPhone 13,A2482,Wi-Fi,128GB,Green,C Grade,"",,
3622594,IPHONE13A2482128MIDNC,Apple,iPhone 13,A2482,Wi-Fi,128GB,Midnight,C Grade,"",,
3622598,GALAXYWATCHUTISIA,Samsung,Galaxy Watch Ultra,SM-L705F,Wi-Fi,N/A,Titanium Silver,A Grade,"",,
3622822,IPHONE13A2482BRUM-FIDNW128GBMIDNC,Apple,iPhone 13,A2482,Wi-Fi,128GB,Midnight,C Grade,"Battery Replaced - 100% Health with Warning, Face ID Not working",,
3628150,IPH15PROMAX256GBBLUEA0002,Apple,iPhone 15 Pro Max,A2849,Unlocked,256GB,Blue,A Grade,"",,
3630478,IPH14PROMAX512GBDPPUA,Apple,iPhone 14 Pro Max,A2561,Unlocked,512GB,Deep Purple,A Grade,"",,
3630479,IPH14PROMAX128GBDPPUA,Apple,iPhone 14 Pro Max,A2561,Unlocked,128GB,Deep Purple,A Grade,"",,
3637185,IPH13PRO128GBGOLDC,Apple,iPhone 13 Pro,A2483,Wi-Fi,128GB,Gold,C Grade,"",,
3637186,IPHONE13PROA2483128GBOLDC,Apple,iPhone 13 Pro,A2483,Unlocked,128GB,Gold,C Grade,"",,
3637192,IPHSE3RDGEN64GBBLACD,Apple,iPhone SE 3rd Gen,A2595,Unlocked,64GB,Black,D Grade,"",,
3637482,IPHONESE2NDGTIDNWA2275128WHITC,Apple,iPhone SE 2nd Gen,A2275,Unlocked,128GB,White,C Grade,Touch ID Not Working,,
3637665,IPAD6THGENA1893128GSPACA,Apple,iPad 6th Gen,A1893,Wi-Fi,128GB,Space Grey,A Grade,"",,
3648399,IPH13PROMAX256GBGRAPC0002,Apple,iPhone 13 Pro Max,A2484,Wi-Fi,256GB,Graphite,C Grade,Service Battery Warning,,
3648400,IPH13PROMAX256GBGRAPC,Apple,iPhone 13 Pro Max,A2484,Wi-Fi,256GB,Graphite,C Grade,"Service Battery Warning, Broken Camera",,
3648401,IPH13PROMAX256GBSRBLC0002,Apple,iPhone 13 Pro Max,A2484,Unlocked,256GB,Sierra Blue,C Grade,"Service Battery Warning, Broken Camera",,
3648403,MBP162424GBM4512GBSILVA,Apple,"MacBook Pro (16-inch, 2024)","A3403 (24GB RAM, M4 14C 20C)",Wi-Fi,512GB,Silver,A Grade,"",,
3655730,IPH12PRO128GBPCBLC,Apple,iPhone 12 Pro,A2341,Unlocked,128GB,Pacific Blue,C Grade,"",,
3655731,IPHONE12PROSBWFINWA2341128BLUEC,Apple,iPhone 12 Pro,A2341,Unlocked,128GB,Pacific Blue,C Grade,"Service Battery Warning, Face ID Not working",,
3655732,IPH14128GBMIDNB,Apple,iPhone 14,A2881,Unlocked,128GB,Midnight,B Grade,iCloud Locked,,
3655734,IPHONE14ICLA2881128GBMIDNC,Apple,iPhone 14,A2881,Unlocked,128GB,Midnight,C Grade,iCloud Locked,,
3655738,IPHONE16A3081128BLACA,Apple,iPhone 16,A3081,Unlocked,128GB,Black,A Grade,"",,
3655739,IPHONE16PROA3292128GBNTITAA,Apple,iPhone 16 Pro,A3292,Unlocked,128GB,Natural Titanium,A Grade,"",,
3655740,MBA11158GBI516128GBSILVC,Apple,"MacBook Air (11-inch, 2015)","A1466 (8GB RAM, 1.6GHz i5)",Wi-Fi,128GB,Silver,C Grade,"",,
3655741,MACBOOKAIRLCDBH128SILVC00002,Apple,"MacBook Air (11-inch, 2015)","A1466 (8GB RAM, 1.6GHz i5)",Wi-Fi,128GB,Silver,C Grade,LCD Blemish Heavy,,
3655745,PAVIX360TOUC8GBI5512GBSILVA,HP,"Pavilion x360 Touch (14-inch, 2023))","(8GB RAM, i5 1335u)",Wi-Fi,512GB,Silver,A Grade,"",,
3655746,HPELITEX2512GSILVA,HP,"Elite X2 2-in-1 (13-inch, 2018)","(8GB RAM, i5 8265u)",Wi-Fi,512GB,Silver,A Grade,"",,
3655897,IPH13PRO128GBGOLDA,Apple,iPhone 13 Pro,A2483,Wi-Fi,128GB,Gold,A Grade,"",,
3655898,IPH13PRO1TBGOLDA,Apple,iPhone 13 Pro,A2483,Wi-Fi,1TB,Gold,A Grade,"",,
3655899,IPHONE13PROA24831TBGOLDA,Apple,iPhone 13 Pro,A2483,Unlocked,1TB,Gold,A Grade,"",,
3656607,IPH12PRO256GBPCBLC0002,Apple,iPhone 12 Pro,A2341,Unlocked,256GB,Pacific Blue,C Grade,"Service Battery Warning, Face ID Not working",,
3656608,IPHONE12PROSBWFIDNWA2341256GBGRAPC,Apple,iPhone 12 Pro,A2341,Unlocked,256GB,Graphite,C Grade,"Service Battery Warning, Face ID Not working",,
3658018,HPELITEX2256GSILVA,HP,"Elite X2 2-in-1 (13-inch, 2018)","(8GB RAM, i5 8365U)",Wi-Fi,256GB,Silver,A Grade,"",,
3672807,MBP151816GBI726512GBSPACD,Apple,"MacBook Pro (15-inch, 2018)","A1990 (16GB RAM, 2.6GHz i7)",Wi-Fi,512GB,Space Grey,D Grade,"",,
3674445,PS51TBWHITN,Sony,PlayStation 5,CFI-2015,Wi-Fi,1TB,White,NEW,"",,
3674446,PLAYSTATION5PRO(CFI-7019)2TBWHITA,Sony,PlayStation 5 Pro,CFI-7019,Wi-Fi,2TB,White,NEW,"",,
3674447,PLAYSTATION5PRO,Sony,PlayStation 5 Pro,CFI-7019,Wi-Fi,2TB,White,A Grade,"",,
3677366,IPHONE8PLUSA186464GBSPACB,Apple,iPhone 8 Plus,A1864,Unlocked,64GB,Space Grey,B Grade,"",,
3677467,IPH1264GBWHITC0002,Apple,iPhone 12,A2172,Unlocked,64GB,White,C Grade,"",,
3677468,IPH1264GBWHITB,Apple,iPhone 12,A2172,Unlocked,64GB,White,B Grade,"",,
3677469,IPHONE12A2172NEWBAT64GBWHITB,Apple,iPhone 12,A2172,Unlocked,64GB,White,B Grade,Battery Replaced - 100% Health with Warning,,
3679016,IPHONE12A2172NEWBAT64GBWHITC,Apple,iPhone 12,A2172,Unlocked,64GB,White,C Grade,Battery Replaced - 100% Health with Warning,,
3679109,MACBOOKAIRLCDBH128SILVC,Apple,"MacBook Air (11-inch, 2015)","A1466 (4GB RAM, 1.6GHz i5)",Wi-Fi,128GB,Silver,C Grade,LCD Blemish Heavy,,
3681679,MBP13158GBI527128GBSILVB0003,Apple,"MacBook Pro (13-inch, 2015)","A1502 (8GB RAM, 2.7GHz i5)",Wi-Fi,128GB,Silver,B Grade,"LCD Flicker, Bad Battery",,
3681680,MBP13158GBI527128GBSILVB0002,Apple,"MacBook Pro (13-inch, 2015)","A1502 (8GB RAM, 2.7GHz i5)",Wi-Fi,128GB,Silver,B Grade,"",,
3681682,MBPA15022.7i58512SLVB,Apple,"MacBook Pro (13-inch, 2015)","A1502 (8GB RAM, 2.7GHz i5)",Wi-Fi,512GB,Silver,B Grade,"",,
3681944,IPH13PROMAX256GBSRBLC,Apple,iPhone 13 Pro Max,A2484,Unlocked,256GB,Sierra Blue,C Grade,"Cracked Front Glass, Broken Charge Port",,
3681946,IPHONE12PROA2341BR100FINW256GGRAPC,Apple,iPhone 12 Pro,A2341,Unlocked,256GB,Graphite,C Grade,"Battery Replaced - 100% Health with Warning, Face ID Not working",,
3684682,SPEC13AF0X8GBI7256GBWHITC,HP,"Spectre 13-AF0XX Touch (13-inch, 2019)","(8GB RAM, i7 8550U)",Wi-Fi,256GB,White,C Grade,"",,
3684684,HPSPECTRE13AF0XXBBOWPIBK138GBI78TC,HP,"Spectre 13-AF0XX Touch (13-inch, 2019)","(8GB RAM, i7 8550U)",Wi-Fi,256GB,White,C Grade,"Bad Battery - Only works Plugged in, Bad Keyboard",,
3687221,T520152012MK500GBBLACPR,Lenovo,"T520 (15-inch, 2012)","(4GB RAM, i5 2320M)",Wi-Fi,500GB,Black,PARTS & REPAIR,Missing Keys,,
3688257,SAMA124G32GBBLACA,Samsung,Galaxy A12 4G,SM-A125F,Wi-Fi,32GB,Black,A Grade,"",,
3688258,SAMS24ULTRA256GBBLACA,Samsung,Galaxy S24 Ultra,SM-S928WZKFXAC,Wi-Fi,256GB,Black,A Grade,"",,
3688259,IPH1264GBWHITC,Apple,iPhone 12,A2172,Unlocked,64GB,White,C Grade,Cracked Back Glass,,
3688260,IPH13128GBWHITC,Apple,iPhone 13,A2482,Unlocked,128GB,White,C Grade,Cracked Back Glass,,
3688261,IPH12PROMAX128GBGRAPC,Apple,iPhone 12 Pro Max,A2411,Unlocked,128GB,Graphite,C Grade,"",,
3688264,IPADAIR6THGEA2898128GSTARLA,Apple,iPad Air 6th Gen,A2898,Wi-Fi,128GB,Starlight,A Grade,"",,
3688265,THINNEO50S16GBI5256GBBLACC,Lenovo,"ThinkCentre Neo 50S (SFF, 2023)","(16GB RAM, i5 13400U)",Wi-Fi,256GB,Black,C Grade,"",,
3688266,THINNEO50S16GBI5256GBBLACA,Lenovo,"ThinkCentre Neo 50S (SFF, 2023)","(16GB RAM, i5 13400U)",Wi-Fi,256GB,Black,A Grade,"",,
3688267,IPHONE11PROMA2220FIDNW256GGREEC,Apple,iPhone 11 Pro Max,A2220,Unlocked,256GB,Midnight Green,C Grade,Face ID Not working,,
3689558,SURFACEPRO4CFG128SILVC,Microsoft,"Surface Pro 4 (12-inch, 2016)","(4GB RAM, i5 6300U)",Wi-Fi,128GB,Silver,C Grade,Cracked Front Glass,,
3690239,SRFCPRO412164GBI5128GBSILVD,Microsoft,"Surface Pro 4 (12-inch, 2016)","(4GB RAM, i5 6300U)",Wi-Fi,128GB,Silver,D Grade,Irresponsive Touch on Screen In Center,,
3690245,SURFACEPRO4ITOSIC128SILVC,Microsoft,"Surface Pro 4 (12-inch, 2016)","(4GB RAM, i5 6300U)",Wi-Fi,128GB,Silver,C Grade,Irresponsive Touch on Screen In Center,,
3690396,NSWLT32GBBLUEC,Nintendo,Switch Lite,HDH-001,Wi-Fi,32GB,Blue,C Grade,"",,
3690455,NINTENDOSWITCHLITEOJSSPLOHDH0013UC,Nintendo,Switch Lite,HDH-001,Wi-Fi,32GB,Blue,C Grade,"One Joy Stick Stuck, Parental Lock On",,
3690461,NSWLT32GBBLUED,Nintendo,Switch Lite,HDH-001,Wi-Fi,32GB,Blue,D Grade,"",,
3690462,NINTENDOSWITCHLITENBHDH-00132BLUD,Nintendo,Switch Lite,HDH-001,Wi-Fi,32GB,Blue,D Grade,No Boot,,
3690468,SRFCPRO713208GBI5128GBSILVD0003,Microsoft,"Surface Pro 7 (13-inch, 2020)","(8GB RAM, i5 1065G7)",Wi-Fi,128GB,Silver,D Grade,Cracked Front Glass,,
3690469,SURFACEPRO7SDMPGMCFG128SILVD,Microsoft,"Surface Pro 7 (13-inch, 2020)","(8GB RAM, i5 1065G7)",Wi-Fi,128GB,Silver,D Grade,"Screen Damaged - Missing Parts - Good Motherboard, Cracked Front Glass",,
3690570,SRFCPRO713208GBI5128GBSILVD0002,Microsoft,"Surface Pro 7 (13-inch, 2020)","(8GB RAM, i5 1065G7)",Wi-Fi,128GB,Silver,D Grade,Battery Replaced,,
3690575,SRFCPRO713208GBI5128GBSILVD,Microsoft,"Surface Pro 7 (13-inch, 2020)","(8GB RAM, i5 1065G7)",Wi-Fi,128GB,Silver,D Grade,"Touch Not Working, Battery Replaced",,
3690576,SURFACEPRO7TNWBR128SILVC,Microsoft,"Surface Pro 7 (13-inch, 2020)","(8GB RAM, i5 1065G7)",Wi-Fi,128GB,Silver,C Grade,"Touch Not Working, Battery Replaced",,
3690580,SRFCPRO512178GBI5256GBSILVC0002,Microsoft,"Surface Pro 5 (12-inch, 2017)","(8GB RAM, i5 7300U)",Wi-Fi,256GB,Silver,C Grade,Broken Digitizer,,
3690583,SRFCPRO512178GBI5256GBSILVC,Microsoft,"Surface Pro 5 (12-inch, 2017)","(8GB RAM, i5 7300U)",Wi-Fi,256GB,Silver,C Grade,Irresponsive Touch on Screen In Center,,
3690588,SURFACEPRO5ITOC256SILVC,Microsoft,"Surface Pro 5 (12-inch, 2017)","(8GB RAM, i5 7300U)",Wi-Fi,256GB,Silver,C Grade,Irresponsive Touch on Corner,,
3690671,SRFCPRO713208GBI5256GBBLACC,Microsoft,"Surface Pro 7 (13-inch, 2020)","(8GB RAM, i5 1065G7)",Wi-Fi,256GB,Black,C Grade,Broken LCD,,
3690672,SURFACEPRO7TNW256BLACC,Microsoft,"Surface Pro 7 (13-inch, 2020)","(8GB RAM, i5 1065G7)",Wi-Fi,256GB,Black,C Grade,Touch Not Working,,
3690688,ASPISW50122GB2232GBSILVC,Acer,Aspire SW5-012(10-inch),"(2GB RAM, 2.2Ghz)",Wi-Fi,32GB,Silver,C Grade,"",,
3690689,ASPISW50122GB2232GBSILVPR,Acer,Aspire SW5-012(10-inch),"(2GB RAM, 2.2Ghz)",Wi-Fi,32GB,Silver,PARTS & REPAIR,"",,
3690694,ASPIRESW501210NOSASIS32GSILVC,Acer,Aspire SW5-012(10-inch),"(2GB RAM, 2.2Ghz)",Wi-Fi,32GB,Silver,C Grade,No Operating System - AS-IS,,
3690714,SURFACEPRO4CFG128SILVD,Microsoft,"Surface Pro 4 (12-inch, 2016)","(4GB RAM, i5 6300U)",Wi-Fi,128GB,Silver,D Grade,Cracked Front Glass,,
3690780,SURFACEPRO8BR128SILVC,Microsoft,"Surface Pro 8 (13-inch, 2021)","(8GB RAM, i5 1135G7)",Wi-Fi,128GB,Silver,C Grade,Battery Replaced,,
3690852,SURFACEPRO5CFG256SILVC,Microsoft,"Surface Pro 5 (12-inch, 2017)","(8GB RAM, i5 7300U)",Wi-Fi,256GB,Silver,C Grade,Cracked Front Glass,,
3690993,MBA13208GBM1512GBSILVPR0002,Apple,"MacBook Air (13-inch, 2020)","A2337 (8GB RAM, M1 8 Core)",Wi-Fi,512GB,Silver,PARTS & REPAIR,Bad Battery,,
3690995,MBA13208GBM1512GBSILVPR,Apple,"MacBook Air (13-inch, 2020)","A2337 (8GB RAM, M1 8 Core)",Wi-Fi,512GB,Silver,PARTS & REPAIR,"NO LCD, Bad Battery",,
3690998,MACBOOKAIR512SILVPR1VU,Apple,"MacBook Air (13-inch, 2020)","A2337 (8GB RAM, M1 8 Core)",Wi-Fi,512GB,Silver,PARTS & REPAIR,"MotherBoard iCloud Locked, NO LCD, Bad Battery",,
3691027,MACBOOKPROGSMI512SILVPR,Apple,"MacBook Pro (15-inch, 2013)","A1398 (16GB RAM, 2.3GHz i7)",Wi-Fi,512GB,Silver,PARTS & REPAIR,Good Screen - Motherboard Issue,,
3691048,IPADPRO129IN32GBBLACC0003,Apple,iPad Pro 12.9 inch 1st Gen,A1584,Wi-Fi,32GB,Black,C Grade,Broken LCD,,
3691050,IPADPRO1291STGENA1584CFGBLCDWIFICC,Apple,iPad Pro 12.9 inch 1st Gen,A1584,Wi-Fi,32GB,Black,C Grade,"Cracked Front Glass, Broken LCD",,
3691106,MBP13198GBI514256GBSPACD,Apple,"MacBook Pro (13-inch, 2019)","A2159 (8GB RAM, 1.4GHz i5)",Wi-Fi,256GB,Space Grey,D Grade,"No Display - Top Case with Logic Board, Broken Camera, Broken Button(s)",,
3691290,MACBOOKPRONDTCLBMK128SPACPR,Apple,"MacBook Pro (13-inch, 2019)","A2159 (8GB RAM, 1.4GHz i5)",Wi-Fi,128GB,Space Grey,PARTS & REPAIR,"No Display - Top Case with Logic Board, Missing Keys",,
3691370,MACBOOKPRONDTCLBMK256SPACD,Apple,"MacBook Pro (13-inch, 2019)","A2159 (8GB RAM, 1.4GHz i5)",Wi-Fi,256GB,Space Grey,D Grade,"No Display - Top Case with Logic Board, Missing Keys",,
3691614,MACBOOKPRO2015GSMIFB512SILVD,Apple,"MacBook Pro (15-inch, 2015)","A1398 (16GB RAM, 2.5GHz i7)",Wi-Fi,512GB,Silver,D Grade,"Good Screen - Motherboard Issue, Freezing Board",,
3691719,MACBOOKPRO128SILVD,Apple,"MacBook Pro (13-inch, 2015)","A1502 (8GB RAM, 2.7GHz i5)",Wi-Fi,128GB,Silver,D Grade,No Display - Top Case with Logic Board,,
3691733,MACBOOKPRO128SILVD00003,Apple,"MacBook Pro (13-inch, 2017)","A1708 (8GB RAM, 2.3GHz i5)",Wi-Fi,128GB,Space Grey,D Grade,"No Boot - As is Untested -, Missing Back Cover, Missing Keys",,
3691739,MBP13178GBI523128GBSILVD,Apple,"MacBook Pro (13-inch, 2017)","A1708 (8GB RAM, 2.3GHz i5)",Wi-Fi,128GB,Silver,D Grade,Boot Loop,,
3691742,MACBOOKPRONDTCWTBBL128SILVD,Apple,"MacBook Pro (13-inch, 2017)","A1708 (8GB RAM, 2.3GHz i5)",Wi-Fi,128GB,Silver,D Grade,"No Display - Top Case with Logic Board, Boot Loop",,
3691744,THIN14INCH16GBI7256GBSILVC,Lenovo,"Thinkbook (14-inch, 2020)","(16GB RAM, i7 1065G7)",Wi-Fi,256GB,Silver,C Grade,"",,
3691745,THINKBOOK142020BBOWPILCDBH256SILVC,Lenovo,"Thinkbook (14-inch, 2020)","(16GB RAM, i7 1065G7)",Wi-Fi,256GB,Silver,C Grade,"Bad Battery - Only works Plugged in, LCD Blemish Heavy",,
3691750,YOGA260124GBI3128GBBLACD0002,Lenovo,"Yoga 260 (12.5-inch, 2016)","(4GB RAM, i3 6200U)",Wi-Fi,128GB,Black,D Grade,"Boots to Bios - Untested, Bad Battery, Broken LCD",,
3691752,YOGA260NCDBTBUBBBLCD128BLACD,Lenovo,"Yoga 260 (12.5-inch, 2016)","(4GB RAM, i3 6200U)",Wi-Fi,128GB,Black,D Grade,"No Camera Detected, Boots to Bios - Untested, Bad Battery, Broken LCD",,
3691754,ASPIRESW501210BBU32GSILVC,Acer,Aspire SW5-012(10-inch),"(2GB RAM, 2.2Ghz)",Wi-Fi,32GB,Silver,C Grade,Boots to Bios - Untested,,
3691756,LATITUDE7350256BLACD00002,Dell,"Latitude 7350 (13-inch, 2014)","(8GB RAM, M-5Y71)",Wi-Fi,256GB,Black,D Grade,"Display Assembly Cracked, Boots to Bios - Untested, Bad Battery",,
3691762,YOGA260NCDBLCD128BLACC00002,Lenovo,"Yoga 260 (12.5-inch, 2016)","(4GB RAM, i3 6200U)",Wi-Fi,128GB,Black,C Grade,"No Camera Detected, Broken LCD",,
3691764,X1CARBON13NHDBLCD256BLACPR,Lenovo,"X1 Carbon (13-inch, 7th Gen)","(8GB RAM, i5 7300U)",Wi-Fi,256GB,Black,PARTS & REPAIR,"No Hard Drive, Broken LCD",,
3691766,YOGA260124GBI3128GBBLACC,Lenovo,"Yoga 260 (12.5-inch, 2016)","(4GB RAM, i3 6200U)",Wi-Fi,128GB,Black,C Grade,"Boots to Bios - Untested, Broken LCD",,
3691768,YOGA260124GBI3128GBBLACD,Lenovo,"Yoga 260 (12.5-inch, 2016)","(4GB RAM, i3 6200U)",Wi-Fi,128GB,Black,D Grade,"No Boot - As is Untested -, Broken LCD",,
3691769,YOGA260BTBUCFG128BLACD,Lenovo,"Yoga 260 (12.5-inch, 2016)","(4GB RAM, i3 6200U)",Wi-Fi,128GB,Black,D Grade,"Boots to Bios - Untested, Cracked Front Glass",,
3691771,PREC75101516GBI7500GBBLACD,Dell,"Precision 7510 (15-inch, 2016)","7510 (16GB RAM, i7-6820HQ)",Wi-Fi,500GB,Black,D Grade,"Bad Keyboard, Bad Battery",,
3691772,PRECISION7510BTPBKBB500BLACD,Dell,"Precision 7510 (15-inch, 2016)","7510 (16GB RAM, i7-6820HQ)",Wi-Fi,500GB,Black,D Grade,"Bad TrackPad, Bad Keyboard, Bad Battery",,
3691773,T52015INCH4GBI5500GBBLACPR,Lenovo,"T520 (15-inch, 2012)","(4GB RAM, i5 2320M)",Wi-Fi,500GB,Black,PARTS & REPAIR,"No Operating System - AS-IS, Missing Keys",,
3692710,T520BTBUMK500BLACPR,Lenovo,"T520 (15-inch, 2012)","(4GB RAM, i5 2320M)",Wi-Fi,500GB,Black,PARTS & REPAIR,"Boots to Bios - Untested, Missing Keys",,
3692731,LEGIY5401512GBI5512GBBLACBM,Lenovo,"Legion Y540 (15-inch, 2019)","(12GB RAM, i5 9300H)",Wi-Fi,512GB,Black,BM Grade,Bad Battery,,
3692732,LEGIONY540152019512BLACBM,Lenovo,"Legion Y540 (15-inch, 2019)","(12GB RAM, i5 9300H)",Wi-Fi,512GB,Black,BM Grade,"",,
3692776,MACBOOKPROBTBUBLCD512SILVD,Apple,"MacBook Pro (15-inch, 2018)","A1990 (16GB RAM, 2.6GHz i7)",Wi-Fi,512GB,Space Grey,D Grade,"Boots to Bios - Untested, Broken LCD",,
3692916,MBP13218GBM1256GBSPACD,Apple,"MacBook Pro (13-inch, 2021)","A2338 (8GB RAM, M1 8 Core)",Wi-Fi,256GB,Space Grey,D Grade,Speaker not Detected,,
3692917,MACBOOKPROSND256SPACC,Apple,"MacBook Pro (13-inch, 2021)","A2338 (8GB RAM, M1 8 Core)",Wi-Fi,256GB,Space Grey,C Grade,Speaker not Detected,,
3692972,MACBOOKPROBLCD512SPACD,Apple,"MacBook Pro (16-inch, 2019)","A2141 (16GB RAM, 2.6GHz i7)",Wi-Fi,512GB,Space Grey,D Grade,Broken LCD,,
3693191,MBA13188GBI516128GBSPACB0002,Apple,"MacBook Air (13-inch, 2018)","A1932 (8GB RAM, 1.6GHz i5)",Wi-Fi,128GB,Space Grey,B Grade,"Broken/Missing Bezel, Missing Keys",,
3693192,MBA1932I58128SGB,Apple,"MacBook Air (13-inch, 2018)","A1932 (8GB RAM, 1.6GHz i5)",Wi-Fi,128GB,Space Grey,B Grade,"",,
3693229,MACBOOKAIRNB256GBSPACBM,Apple,"MacBook Air (13-inch, 2018)","A1932 (8GB RAM, 1.6GHz i5)",Wi-Fi,256GB,Space Grey,BM Grade,"",,
3693233,MACBOOKAIR256SPA,Apple,"MacBook Air (13-inch, 2020)","A2179 (8GB RAM, 1.1GHz i3)",Wi-Fi,256GB,Space Grey,BM Grade,"",,
3693352,MACBOOKAIR512SILVBM,Apple,"MacBook Air (13-inch, 2017)","A1466 (8GB RAM, 1.8GHz i5)",Wi-Fi,512GB,Silver,BM Grade,"",,
3693353,MACBOOKAIR256SILVBM,Apple,"MacBook Air (13-inch, 2017)","A1466 (8GB RAM, 1.8GHz i5)",Wi-Fi,256GB,Silver,BM Grade,"",,
3693370,MACBOOKAIR256SILVBM00002,Apple,"MacBook Air (13-inch, 2017)","A1466 (8GB RAM, 2.2GHz i7)",Wi-Fi,256GB,Silver,BM Grade,"",,
3693418,MBAA1466128SLVBM,Apple,"MacBook Air (13-inch, 2017)","A1466 (8GB RAM, 1.8GHz i5)",Wi-Fi,128GB,Silver,BM Grade,"",,
3693426,MACBOOKPRO512SILVBM,Apple,"MacBook Pro (15-inch, 2015)","A1398 (16GB RAM, 2.2GHz i7)",Wi-Fi,512GB,Silver,BM Grade,"",,
3693435,MBP151516GBI725128GBSILVB,Apple,"MacBook Pro (15-inch, 2015)","A1398 (16GB RAM, 2.5GHz i7)",Wi-Fi,128GB,Silver,B Grade,"",,
3693439,MBPA13982.516256SLVB,Apple,"MacBook Pro (15-inch, 2015)","A1398 (16GB RAM, 2.5GHz i7)",Wi-Fi,256GB,Silver,B Grade,"",,
3693442,MBPA13982.22015256SLVBM,Apple,"MacBook Pro (15-inch, 2015)","A1398 (16GB RAM, 2.2GHz i7)",Wi-Fi,256GB,Silver,BM Grade,"",,
3693462,"MBAA14668GBRAM,1.6GHZI5128SILVBM",Apple,"MacBook Air (13-inch, 2015)","A1466 (8GB RAM, 1.6GHz i5)",Wi-Fi,128GB,Silver,BM Grade,"",,
3693472,MBP13158GBI527256GBSILVC0002,Apple,"MacBook Pro (13-inch, 2015)","A1502 (8GB RAM, 2.7GHz i5)",Wi-Fi,256GB,Silver,C Grade,"Key Not Working, Bad Battery",,
3693473,MBP13158GBI527256GBSILVC,Apple,"MacBook Pro (13-inch, 2015)","A1502 (8GB RAM, 2.7GHz i5)",Wi-Fi,256GB,Silver,C Grade,Bad Battery,,
